combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_baseline_gw,zone_2_baseline_gw,zone_3_baseline_gw,zone_4_baseline_gw,zone_5_baseline_gw,zone_6_baseline_gw,zone_7_baseline_gw,zone_8_baseline_gw,zone_9_baseline_gw,zone_10_baseline_gw,zone_11_baseline_gw,zone_12_baseline_gw,zone_13_baseline_gw,zone_14_baseline_gw,zone_15_baseline_gw,zone_16_baseline_gw,zone_17_baseline_gw,zone_18_baseline_gw,zone_19_baseline_gw,zone_20_baseline_gw,zone_21_baseline_gw,zone_22_baseline_gw,zone_23_baseline_gw,zone_24_baseline_gw,zone_25_baseline_gw,zone_26_baseline_gw,zone_27_baseline_gw,zone_1_reduction_biodiversity_gw,zone_2_reduction_biodiversity_gw,zone_3_reduction_biodiversity_gw,zone_4_reduction_biodiversity_gw,zone_5_reduction_biodiversity_gw,zone_6_reduction_biodiversity_gw,zone_7_reduction_biodiversity_gw,zone_8_reduction_biodiversity_gw,zone_9_reduction_biodiversity_gw,zone_10_reduction_biodiversity_gw,zone_11_reduction_biodiversity_gw,zone_12_reduction_biodiversity_gw,zone_13_reduction_biodiversity_gw,zone_14_reduction_biodiversity_gw,zone_15_reduction_biodiversity_gw,zone_16_reduction_biodiversity_gw,zone_17_reduction_biodiversity_gw,zone_18_reduction_biodiversity_gw,zone_19_reduction_biodiversity_gw,zone_20_reduction_biodiversity_gw,zone_21_reduction_biodiversity_gw,zone_22_reduction_biodiversity_gw,zone_23_reduction_biodiversity_gw,zone_24_reduction_biodiversity_gw,zone_25_reduction_biodiversity_gw,zone_26_reduction_biodiversity_gw,zone_27_reduction_biodiversity_gw,zone_1_reduction_world_heritage_gw,zone_2_reduction_world_heritage_gw,zone_3_reduction_world_heritage_gw,zone_4_reduction_world_heritage_gw,zone_5_reduction_world_heritage_gw,zone_6_reduction_world_heritage_gw,zone_7_reduction_world_heritage_gw,zone_8_reduction_world_heritage_gw,zone_9_reduction_world_heritage_gw,zone_10_reduction_world_heritage_gw,zone_11_reduction_world_heritage_gw,zone_12_reduction_world_heritage_gw,zone_13_reduction_world_heritage_gw,zone_14_reduction_world_heritage_gw,zone_15_reduction_world_heritage_gw,zone_16_reduction_world_heritage_gw,zone_17_reduction_world_heritage_gw,zone_18_reduction_world_heritage_gw,zone_19_reduction_world_heritage_gw,zone_20_reduction_world_heritage_gw,zone_21_reduction_world_heritage_gw,zone_22_reduction_world_heritage_gw,zone_23_reduction_world_heritage_gw,zone_24_reduction_world_heritage_gw,zone_25_reduction_world_heritage_gw,zone_26_reduction_world_heritage_gw,zone_27_reduction_world_heritage_gw,zone_1_reduction_landscape_gw,zone_2_reduction_landscape_gw,zone_3_reduction_landscape_gw,zone_4_reduction_landscape_gw,zone_5_reduction_landscape_gw,zone_6_reduction_landscape_gw,zone_7_reduction_landscape_gw,zone_8_reduction_landscape_gw,zone_9_reduction_landscape_gw,zone_10_reduction_landscape_gw,zone_11_reduction_landscape_gw,zone_12_reduction_landscape_gw,zone_13_reduction_landscape_gw,zone_14_reduction_landscape_gw,zone_15_reduction_landscape_gw,zone_16_reduction_landscape_gw,zone_17_reduction_landscape_gw,zone_18_reduction_landscape_gw,zone_19_reduction_landscape_gw,zone_20_reduction_landscape_gw,zone_21_reduction_landscape_gw,zone_22_reduction_landscape_gw,zone_23_reduction_landscape_gw,zone_24_reduction_landscape_gw,zone_25_reduction_landscape_gw,zone_26_reduction_landscape_gw,zone_27_reduction_landscape_gw,zone_1_reduction_listed_gw,zone_2_reduction_listed_gw,zone_3_reduction_listed_gw,zone_4_reduction_listed_gw,zone_5_reduction_listed_gw,zone_6_reduction_listed_gw,zone_7_reduction_listed_gw,zone_8_reduction_listed_gw,zone_9_reduction_listed_gw,zone_10_reduction_listed_gw,zone_11_reduction_listed_gw,zone_12_reduction_listed_gw,zone_13_reduction_listed_gw,zone_14_reduction_listed_gw,zone_15_reduction_listed_gw,zone_16_reduction_listed_gw,zone_17_reduction_listed_gw,zone_18_reduction_listed_gw,zone_19_reduction_listed_gw,zone_20_reduction_listed_gw,zone_21_reduction_listed_gw,zone_22_reduction_listed_gw,zone_23_reduction_listed_gw,zone_24_reduction_listed_gw,zone_25_reduction_listed_gw,zone_26_reduction_listed_gw,zone_27_reduction_listed_gw,zone_1_reduction_building_gw,zone_2_reduction_building_gw,zone_3_reduction_building_gw,zone_4_reduction_building_gw,zone_5_reduction_building_gw,zone_6_reduction_building_gw,zone_7_reduction_building_gw,zone_8_reduction_building_gw,zone_9_reduction_building_gw,zone_10_reduction_building_gw,zone_11_reduction_building_gw,zone_12_reduction_building_gw,zone_13_reduction_building_gw,zone_14_reduction_building_gw,zone_15_reduction_building_gw,zone_16_reduction_building_gw,zone_17_reduction_building_gw,zone_18_reduction_building_gw,zone_19_reduction_building_gw,zone_20_reduction_building_gw,zone_21_reduction_building_gw,zone_22_reduction_building_gw,zone_23_reduction_building_gw,zone_24_reduction_building_gw,zone_25_reduction_building_gw,zone_26_reduction_building_gw,zone_27_reduction_building_gw,zone_1_reduction_parcel_filter_gw,zone_1_final_gw,zone_2_reduction_parcel_filter_gw,zone_2_final_gw,zone_3_reduction_parcel_filter_gw,zone_3_final_gw,zone_4_reduction_parcel_filter_gw,zone_4_final_gw,zone_5_reduction_parcel_filter_gw,zone_5_final_gw,zone_6_reduction_parcel_filter_gw,zone_6_final_gw,zone_7_reduction_parcel_filter_gw,zone_7_final_gw,zone_8_reduction_parcel_filter_gw,zone_8_final_gw,zone_9_reduction_parcel_filter_gw,zone_9_final_gw,zone_10_reduction_parcel_filter_gw,zone_10_final_gw,zone_11_reduction_parcel_filter_gw,zone_11_final_gw,zone_12_reduction_parcel_filter_gw,zone_12_final_gw,zone_13_reduction_parcel_filter_gw,zone_13_final_gw,zone_14_reduction_parcel_filter_gw,zone_14_final_gw,zone_15_reduction_parcel_filter_gw,zone_15_final_gw,zone_16_reduction_parcel_filter_gw,zone_16_final_gw,zone_17_reduction_parcel_filter_gw,zone_17_final_gw,zone_18_reduction_parcel_filter_gw,zone_18_final_gw,zone_19_reduction_parcel_filter_gw,zone_19_final_gw,zone_20_reduction_parcel_filter_gw,zone_20_final_gw,zone_21_reduction_parcel_filter_gw,zone_21_final_gw,zone_22_reduction_parcel_filter_gw,zone_22_final_gw,zone_23_reduction_parcel_filter_gw,zone_23_final_gw,zone_24_reduction_parcel_filter_gw,zone_24_final_gw,zone_25_reduction_parcel_filter_gw,zone_25_final_gw,zone_26_reduction_parcel_filter_gw,zone_26_final_gw,zone_27_reduction_parcel_filter_gw,zone_27_final_gw
116,bio0_whs1_land4_list1500_bld500,False,True,4,1500,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.3,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.3,0.2,40.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,9.9,30.5,13.9,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.6,0.0,7.9,13.2,19.2,12.1,3.7,0.4,0.6,0.2,3.3,0.5,0.3,0.4,2.2,3.9,5.3,5.1,4.6,2.8,16.0,15.6,6.1,83.7,1.2,0.9,4.4,7.7,0.0,8.5,6.6,13.5,6.2,63.1,4.6,20.5,5.9,18.8,6.3,6.3,2.9,5.9,20.2,20.7,14.0,7.5,3.9,23.8,16.6,10.5,53.7,1.2,2.3,4.9,3.3,0.0,5.4,2.4,6.4,4.0,0.7,60.5,0.0,0.5,0.5,22.2,0.1,8.3,0.2,20.6,0.1,7.4,0.1,6.8,0.1,3.6,0.1,1.6,0.3,19.0,0.3,19.7,0.2,10.0,0.1,0.8,0.0,0.3,0.1,2.1,0.1,2.6,0.1,2.8,0.3,12.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,1.8,0.0,0.0,0.0,0.9,0.0,0.2,0.1,0.9,0.0,0.0
117,bio0_whs1_land4_list1500_bld750,False,True,4,1500,750,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.3,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.3,0.2,40.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,9.9,30.5,13.9,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.6,0.0,7.9,13.2,19.2,12.1,3.7,0.4,0.6,0.2,3.3,0.5,0.3,0.4,2.2,3.9,5.3,5.1,4.6,2.8,16.0,15.6,6.1,83.7,1.2,0.9,4.4,7.7,0.0,8.5,6.6,13.5,6.2,89.6,5.0,30.5,9.7,27.1,9.4,9.5,4.3,6.9,29.3,30.0,18.7,8.3,4.2,25.7,18.6,12.7,61.1,1.3,2.4,5.3,4.0,0.0,6.1,2.6,7.1,4.1,0.3,34.3,0.0,0.1,0.3,12.4,0.1,4.6,0.1,12.3,0.0,4.3,0.1,3.7,0.0,2.2,0.0,0.7,0.1,10.0,0.1,10.6,0.1,5.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.7,0.1,4.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0
118,bio0_whs1_land4_list1500_bld1000,False,True,4,1500,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.3,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.3,0.2,40.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,9.9,30.5,13.9,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.6,0.0,7.9,13.2,19.2,12.1,3.7,0.4,0.6,0.2,3.3,0.5,0.3,0.4,2.2,3.9,5.3,5.1,4.6,2.8,16.0,15.6,6.1,83.7,1.2,0.9,4.4,7.7,0.0,8.5,6.6,13.5,6.2,102.6,5.0,35.6,11.5,31.5,11.1,11.0,5.1,7.2,33.3,34.1,20.6,8.3,4.2,25.9,19.0,13.0,63.5,1.3,2.4,5.3,4.3,0.0,6.2,2.6,7.2,4.1,0.2,21.4,0.0,0.0,0.2,7.3,0.0,2.7,0.1,8.0,0.0,2.7,0.1,2.1,0.0,1.4,0.0,0.4,0.1,6.0,0.1,6.6,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
119,bio0_whs1_land4_list1500_bld1250,False,True,4,1500,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.3,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.3,0.2,40.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,9.9,30.5,13.9,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.6,0.0,7.9,13.2,19.2,12.1,3.7,0.4,0.6,0.2,3.3,0.5,0.3,0.4,2.2,3.9,5.3,5.1,4.6,2.8,16.0,15.6,6.1,83.7,1.2,0.9,4.4,7.7,0.0,8.5,6.6,13.5,6.2,113.9,5.1,39.7,13.1,35.4,12.4,12.3,6.0,7.5,36.6,37.5,22.2,8.4,4.2,26.0,19.2,13.2,65.1,1.3,2.4,5.3,4.7,0.0,6.3,2.6,7.3,4.1,0.1,10.2,0.0,0.0,0.1,3.4,0.0,1.1,0.0,4.1,0.0,1.3,0.0,0.9,0.0,0.6,0.0,0.2,0.0,2.8,0.0,3.2,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,bio1_whs0_land1_list500_bld250,True,False,1,500,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5,1.3,1.7,0.5,8.4,0.1,0.1,0.6,1.3,0.0,1.5,1.6,2.0,1.1,32.2,2.4,10.2,2.2,9.6,3.7,1.9,1.4,3.5,8.3,10.5,10.0,9.2,8.5,31.5,26.6,7.5,97.3,1.4,2.9,7.0,11.1,0.0,9.3,12.3,16.2,10.0,1.1,74.0,0.1,1.8,0.5,27.7,0.1,10.0,0.5,29.5,0.2,12.6,0.2,7.5,0.2,5.6,0.2,4.0,0.5,20.7,0.6,29.0,0.5,20.6,0.4,8.3,0.4,12.8,0.8,19.0,0.8,16.9,0.2,8.0,3.1,41.2,0.1,0.4,0.2,1.3,0.3,5.5,0.4,6.4,0.0,0.0,0.3,2.6,0.5,6.2,0.8,10.3,0.6,5.3
121,bio1_whs0_land1_list500_bld500,True,False,1,500,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5,1.3,1.7,0.5,8.4,0.1,0.1,0.6,1.3,0.0,1.5,1.6,2.0,1.1,57.9,4.0,18.5,4.9,19.1,7.1,4.0,2.7,6.0,17.8,22.8,19.6,15.5,14.7,46.4,39.7,13.8,132.1,1.8,4.2,10.3,16.1,0.0,12.0,17.4,24.5,14.0,0.6,48.9,0.0,0.3,0.4,19.5,0.1,7.2,0.2,20.3,0.1,9.3,0.1,5.4,0.1,4.4,0.1,1.6,0.3,11.4,0.4,17.0,0.2,11.2,0.1,2.3,0.2,6.9,0.2,4.8,0.2,4.4,0.1,1.8,0.6,9.0,0.0,0.1,0.0,0.1,0.1,2.5,0.1,1.6,0.0,0.0,0.0,0.3,0.1,1.5,0.2,2.6,0.1,1.7
122,bio1_whs0_land1_list500_bld750,True,False,1,500,750,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5,1.3,1.7,0.5,8.4,0.1,0.1,0.6,1.3,0.0,1.5,1.6,2.0,1.1,79.9,4.3,27.5,8.2,27.2,10.9,6.3,4.1,7.0,24.1,31.8,25.6,17.4,18.7,50.5,43.6,15.6,139.3,1.9,4.4,11.8,17.6,0.0,12.2,18.8,27.0,15.1,0.3,27.1,0.0,0.0,0.3,10.7,0.0,4.0,0.1,12.2,0.1,5.5,0.1,3.1,0.1,3.0,0.0,0.7,0.1,5.3,0.1,8.2,0.1,5.3,0.0,0.6,0.1,3.1,0.0,0.8,0.0,0.7,0.0,0.1,0.1,2.2,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.7
123,bio1_whs0_land1_list500_bld1000,True,False,1,500,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5,1.3,1.7,0.5,8.4,0.1,0.1,0.6,1.3,0.0,1.5,1.6,2.0,1.1,90.3,4.3,32.1,9.9,31.7,13.0,7.6,5.1,7.3,26.4,35.3,28.0,17.7,20.2,51.1,44.1,15.7,140.5,1.9,4.4,12.2,17.8,0.0,12.2,19.0,27.2,15.4,0.1,16.9,0.0,0.0,0.2,6.2,0.0,2.4,0.1,7.8,0.1,3.4,0.0,1.9,0.0,2.0,0.0,0.4,0.1,3.0,0.1,4.7,0.1,3.0,0.0,0.3,0.0,1.6,0.0,0.3,0.0,0.2,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
124,bio1_whs0_land1_list500_bld1250,True,False,1,500,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5,1.3,1.7,0.5,8.4,0.1,0.1,0.6,1.3,0.0,1.5,1.6,2.0,1.1,98.9,4.3,35.6,11.3,35.6,14.8,8.7,6.1,7.5,28.2,38.1,29.8,17.8,21.2,51.3,44.3,15.7,141.2,1.9,4.4,12.6,17.8,0.0,12.2,19.0,27.2,15.7,0.1,8.4,0.0,0.0,0.1,2.8,0.0,0.9,0.0,3.9,0.0,1.6,0.0,0.8,0.0,1.0,0.0,0.2,0.0,1.3,0.0,2.0,0.0,1.2,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
125,bio1_whs0_land1_list1000_bld250,True,False,1,1000,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.2,0.1,1.2,0.2,0.1,0.1,0.6,1.3,2.0,2.4,2.7,2.7,8.4,10.5,2.9,47.1,0.5,0.6,2.6,6.9,0.0,6.3,7.8,10.5,4.8,31.7,2.4,10.1,2.2,9.1,3.6,1.9,1.4,3.2,7.8,9.7,9.0,7.9,7.3,26.6,20.7,5.9,67.8,1.1,2.6,5.4,7.2,0.0,5.6,7.9,10.4,7.3,1.1,73.6,0.1,1.8,0.5,27.6,0.1,9.9,0.5,29.0,0.2,12.5,0.2,7.4,0.2,5.5,0.2,3.8,0.5,20.0,0.6,28.1,0.5,19.6,0.4,7.4,0.4,12.0,0.7,17.0,0.7,14.3,0.2,7.2,2.4,32.6,0.0,0.4,0.2,1.2,0.3,5.0,0.3,4.8,0.0,0.0,0.2,1.6,0.3,4.5,0.6,7.8,0.4,4.4
126,bio1_whs0_land1_list1000_bld500,True,False,1,1000,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.2,0.1,1.2,0.2,0.1,0.1,0.6,1.3,2.0,2.4,2.7,2.7,8.4,10.5,2.9,47.1,0.5,0.6,2.6,6.9,0.0,6.3,7.8,10.5,4.8,57.0,4.0,18.4,4.9,18.2,7.0,3.9,2.6,5.6,16.8,21.3,17.8,13.4,12.8,39.6,31.4,11.5,94.1,1.5,3.8,8.3,10.8,0.0,7.2,11.4,16.4,10.4,0.6,48.8,0.0,0.3,0.4,19.5,0.1,7.2,0.2,20.2,0.1,9.2,0.1,5.4,0.1,4.3,0.1,1.6,0.3,11.3,0.4,16.8,0.2,11.0,0.1,2.2,0.2,6.7,0.2,4.5,0.2,4.0,0.1,1.7,0.5,8.3,0.0,0.1,0.0,0.1,0.1,2.4,0.1,1.4,0.0,0.0,0.0,0.2,0.1,1.3,0.2,2.2,0.1,1.6
