combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_baseline_gw,zone_2_baseline_gw,zone_3_baseline_gw,zone_4_baseline_gw,zone_5_baseline_gw,zone_6_baseline_gw,zone_7_baseline_gw,zone_8_baseline_gw,zone_9_baseline_gw,zone_10_baseline_gw,zone_11_baseline_gw,zone_12_baseline_gw,zone_13_baseline_gw,zone_14_baseline_gw,zone_15_baseline_gw,zone_16_baseline_gw,zone_17_baseline_gw,zone_18_baseline_gw,zone_19_baseline_gw,zone_20_baseline_gw,zone_21_baseline_gw,zone_22_baseline_gw,zone_23_baseline_gw,zone_24_baseline_gw,zone_25_baseline_gw,zone_26_baseline_gw,zone_27_baseline_gw,zone_1_reduction_biodiversity_gw,zone_2_reduction_biodiversity_gw,zone_3_reduction_biodiversity_gw,zone_4_reduction_biodiversity_gw,zone_5_reduction_biodiversity_gw,zone_6_reduction_biodiversity_gw,zone_7_reduction_biodiversity_gw,zone_8_reduction_biodiversity_gw,zone_9_reduction_biodiversity_gw,zone_10_reduction_biodiversity_gw,zone_11_reduction_biodiversity_gw,zone_12_reduction_biodiversity_gw,zone_13_reduction_biodiversity_gw,zone_14_reduction_biodiversity_gw,zone_15_reduction_biodiversity_gw,zone_16_reduction_biodiversity_gw,zone_17_reduction_biodiversity_gw,zone_18_reduction_biodiversity_gw,zone_19_reduction_biodiversity_gw,zone_20_reduction_biodiversity_gw,zone_21_reduction_biodiversity_gw,zone_22_reduction_biodiversity_gw,zone_23_reduction_biodiversity_gw,zone_24_reduction_biodiversity_gw,zone_25_reduction_biodiversity_gw,zone_26_reduction_biodiversity_gw,zone_27_reduction_biodiversity_gw,zone_1_reduction_world_heritage_gw,zone_2_reduction_world_heritage_gw,zone_3_reduction_world_heritage_gw,zone_4_reduction_world_heritage_gw,zone_5_reduction_world_heritage_gw,zone_6_reduction_world_heritage_gw,zone_7_reduction_world_heritage_gw,zone_8_reduction_world_heritage_gw,zone_9_reduction_world_heritage_gw,zone_10_reduction_world_heritage_gw,zone_11_reduction_world_heritage_gw,zone_12_reduction_world_heritage_gw,zone_13_reduction_world_heritage_gw,zone_14_reduction_world_heritage_gw,zone_15_reduction_world_heritage_gw,zone_16_reduction_world_heritage_gw,zone_17_reduction_world_heritage_gw,zone_18_reduction_world_heritage_gw,zone_19_reduction_world_heritage_gw,zone_20_reduction_world_heritage_gw,zone_21_reduction_world_heritage_gw,zone_22_reduction_world_heritage_gw,zone_23_reduction_world_heritage_gw,zone_24_reduction_world_heritage_gw,zone_25_reduction_world_heritage_gw,zone_26_reduction_world_heritage_gw,zone_27_reduction_world_heritage_gw,zone_1_reduction_landscape_gw,zone_2_reduction_landscape_gw,zone_3_reduction_landscape_gw,zone_4_reduction_landscape_gw,zone_5_reduction_landscape_gw,zone_6_reduction_landscape_gw,zone_7_reduction_landscape_gw,zone_8_reduction_landscape_gw,zone_9_reduction_landscape_gw,zone_10_reduction_landscape_gw,zone_11_reduction_landscape_gw,zone_12_reduction_landscape_gw,zone_13_reduction_landscape_gw,zone_14_reduction_landscape_gw,zone_15_reduction_landscape_gw,zone_16_reduction_landscape_gw,zone_17_reduction_landscape_gw,zone_18_reduction_landscape_gw,zone_19_reduction_landscape_gw,zone_20_reduction_landscape_gw,zone_21_reduction_landscape_gw,zone_22_reduction_landscape_gw,zone_23_reduction_landscape_gw,zone_24_reduction_landscape_gw,zone_25_reduction_landscape_gw,zone_26_reduction_landscape_gw,zone_27_reduction_landscape_gw,zone_1_reduction_listed_gw,zone_2_reduction_listed_gw,zone_3_reduction_listed_gw,zone_4_reduction_listed_gw,zone_5_reduction_listed_gw,zone_6_reduction_listed_gw,zone_7_reduction_listed_gw,zone_8_reduction_listed_gw,zone_9_reduction_listed_gw,zone_10_reduction_listed_gw,zone_11_reduction_listed_gw,zone_12_reduction_listed_gw,zone_13_reduction_listed_gw,zone_14_reduction_listed_gw,zone_15_reduction_listed_gw,zone_16_reduction_listed_gw,zone_17_reduction_listed_gw,zone_18_reduction_listed_gw,zone_19_reduction_listed_gw,zone_20_reduction_listed_gw,zone_21_reduction_listed_gw,zone_22_reduction_listed_gw,zone_23_reduction_listed_gw,zone_24_reduction_listed_gw,zone_25_reduction_listed_gw,zone_26_reduction_listed_gw,zone_27_reduction_listed_gw,zone_1_reduction_building_gw,zone_2_reduction_building_gw,zone_3_reduction_building_gw,zone_4_reduction_building_gw,zone_5_reduction_building_gw,zone_6_reduction_building_gw,zone_7_reduction_building_gw,zone_8_reduction_building_gw,zone_9_reduction_building_gw,zone_10_reduction_building_gw,zone_11_reduction_building_gw,zone_12_reduction_building_gw,zone_13_reduction_building_gw,zone_14_reduction_building_gw,zone_15_reduction_building_gw,zone_16_reduction_building_gw,zone_17_reduction_building_gw,zone_18_reduction_building_gw,zone_19_reduction_building_gw,zone_20_reduction_building_gw,zone_21_reduction_building_gw,zone_22_reduction_building_gw,zone_23_reduction_building_gw,zone_24_reduction_building_gw,zone_25_reduction_building_gw,zone_26_reduction_building_gw,zone_27_reduction_building_gw,zone_1_reduction_parcel_filter_gw,zone_1_final_gw,zone_2_reduction_parcel_filter_gw,zone_2_final_gw,zone_3_reduction_parcel_filter_gw,zone_3_final_gw,zone_4_reduction_parcel_filter_gw,zone_4_final_gw,zone_5_reduction_parcel_filter_gw,zone_5_final_gw,zone_6_reduction_parcel_filter_gw,zone_6_final_gw,zone_7_reduction_parcel_filter_gw,zone_7_final_gw,zone_8_reduction_parcel_filter_gw,zone_8_final_gw,zone_9_reduction_parcel_filter_gw,zone_9_final_gw,zone_10_reduction_parcel_filter_gw,zone_10_final_gw,zone_11_reduction_parcel_filter_gw,zone_11_final_gw,zone_12_reduction_parcel_filter_gw,zone_12_final_gw,zone_13_reduction_parcel_filter_gw,zone_13_final_gw,zone_14_reduction_parcel_filter_gw,zone_14_final_gw,zone_15_reduction_parcel_filter_gw,zone_15_final_gw,zone_16_reduction_parcel_filter_gw,zone_16_final_gw,zone_17_reduction_parcel_filter_gw,zone_17_final_gw,zone_18_reduction_parcel_filter_gw,zone_18_final_gw,zone_19_reduction_parcel_filter_gw,zone_19_final_gw,zone_20_reduction_parcel_filter_gw,zone_20_final_gw,zone_21_reduction_parcel_filter_gw,zone_21_final_gw,zone_22_reduction_parcel_filter_gw,zone_22_final_gw,zone_23_reduction_parcel_filter_gw,zone_23_final_gw,zone_24_reduction_parcel_filter_gw,zone_24_final_gw,zone_25_reduction_parcel_filter_gw,zone_25_final_gw,zone_26_reduction_parcel_filter_gw,zone_26_final_gw,zone_27_reduction_parcel_filter_gw,zone_27_final_gw
10,bio0_whs0_land1_list1500_bld250,False,False,1,1500,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.4,0.8,0.2,3.8,0.5,0.3,0.5,2.2,4.0,5.5,7.1,7.8,6.6,24.2,23.8,6.1,99.9,1.6,1.7,6.1,14.7,0.0,14.3,15.6,24.0,10.1,55.9,2.7,14.6,3.4,15.2,5.2,4.7,3.8,3.4,9.7,9.5,9.7,13.9,8.4,30.0,17.7,5.2,43.1,1.4,2.6,5.1,4.0,0.0,5.2,4.0,7.9,5.3,1.6,141.4,0.1,2.3,0.8,39.2,0.2,13.2,0.6,61.8,0.2,15.0,0.2,12.7,0.3,9.6,0.2,4.0,0.5,31.3,0.6,31.5,0.4,24.9,0.4,22.6,0.4,17.1,0.7,27.7,0.6,20.2,0.2,8.3,1.7,35.0,0.1,0.9,0.2,1.5,0.2,6.8,0.2,4.9,0.0,0.0,0.1,3.1,0.2,2.6,0.4,8.0,0.3,7.0
11,bio0_whs0_land1_list1500_bld500,False,False,1,1500,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.4,0.8,0.2,3.8,0.5,0.3,0.5,2.2,4.0,5.5,7.1,7.8,6.6,24.2,23.8,6.1,99.9,1.6,1.7,6.1,14.7,0.0,14.3,15.6,24.0,10.1,100.1,4.6,26.2,7.2,30.8,9.4,8.9,6.3,5.9,21.1,21.1,19.4,25.0,15.3,47.1,29.2,10.6,64.2,1.9,3.9,8.4,6.4,0.0,7.4,5.9,12.9,8.2,0.9,97.9,0.0,0.5,0.7,27.7,0.1,9.4,0.4,46.5,0.1,10.8,0.2,8.7,0.2,7.2,0.1,1.6,0.3,20.0,0.4,20.1,0.2,15.5,0.1,11.8,0.2,10.4,0.2,11.1,0.2,9.1,0.1,2.9,0.4,15.3,0.0,0.5,0.0,0.3,0.1,3.8,0.1,2.7,0.0,0.0,0.0,1.0,0.0,0.8,0.1,3.2,0.1,4.4
12,bio0_whs0_land1_list1500_bld750,False,False,1,1500,750,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.4,0.8,0.2,3.8,0.5,0.3,0.5,2.2,4.0,5.5,7.1,7.8,6.6,24.2,23.8,6.1,99.9,1.6,1.7,6.1,14.7,0.0,14.3,15.6,24.0,10.1,141.8,5.0,39.1,11.5,47.7,13.9,13.1,8.9,6.9,30.8,30.6,26.6,32.2,21.0,55.3,35.3,12.9,73.7,2.1,4.2,10.4,7.7,0.0,8.1,6.7,15.4,9.9,0.5,56.6,0.0,0.1,0.4,15.1,0.1,5.1,0.2,29.8,0.1,6.4,0.1,4.6,0.1,4.6,0.0,0.7,0.1,10.6,0.2,10.8,0.1,8.4,0.0,4.6,0.1,4.8,0.0,3.1,0.0,3.2,0.0,0.7,0.1,6.1,0.0,0.3,0.0,0.1,0.0,1.8,0.0,1.4,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.8,0.0,2.7
13,bio0_whs0_land1_list1500_bld1000,False,False,1,1500,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.4,0.8,0.2,3.8,0.5,0.3,0.5,2.2,4.0,5.5,7.1,7.8,6.6,24.2,23.8,6.1,99.9,1.6,1.7,6.1,14.7,0.0,14.3,15.6,24.0,10.1,162.1,5.0,45.6,13.7,57.4,16.4,15.1,10.6,7.2,35.1,34.7,29.9,34.7,23.4,57.3,37.1,13.3,76.7,2.2,4.2,11.2,8.2,0.0,8.3,6.8,15.9,10.8,0.3,36.5,0.0,0.0,0.2,8.8,0.0,3.0,0.2,20.1,0.1,3.9,0.1,2.6,0.1,3.0,0.0,0.4,0.1,6.3,0.1,6.7,0.1,5.1,0.0,2.2,0.0,2.4,0.0,1.1,0.0,1.3,0.0,0.3,0.0,3.2,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,1.8
14,bio0_whs0_land1_list1500_bld1250,False,False,1,1500,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.4,0.8,0.2,3.8,0.5,0.3,0.5,2.2,4.0,5.5,7.1,7.8,6.6,24.2,23.8,6.1,99.9,1.6,1.7,6.1,14.7,0.0,14.3,15.6,24.0,10.1,179.6,5.1,50.5,15.5,66.7,18.5,16.6,12.3,7.5,38.5,38.2,32.6,36.2,25.0,58.3,38.1,13.5,78.7,2.3,4.2,11.8,8.6,0.0,8.3,6.8,16.2,11.7,0.2,19.1,0.0,0.0,0.1,3.9,0.0,1.2,0.1,10.9,0.0,1.8,0.0,1.1,0.0,1.4,0.0,0.2,0.0,2.9,0.0,3.3,0.0,2.4,0.0,0.7,0.0,0.9,0.0,0.2,0.0,0.4,0.0,0.1,0.0,1.1,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9
15,bio0_whs0_land2_list500_bld250,False,False,2,500,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,36.2,3.0,0.0,5.0,0.0,0.0,0.3,9.7,3.9,19.5,23.5,16.9,0.0,8.0,0.8,2.6,7.5,0.0,0.0,0.0,3.6,6.8,7.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.6,0.3,1.5,1.8,0.5,9.1,0.2,0.1,0.6,1.4,0.0,1.8,1.5,2.2,1.1,55.6,2.9,14.8,3.5,11.3,4.7,4.8,2.7,4.5,11.2,11.6,11.1,17.0,6.1,36.1,26.2,8.6,106.6,2.3,2.2,6.8,12.6,0.0,14.4,11.8,19.1,10.1,1.6,134.6,0.1,2.4,0.8,39.7,0.2,13.3,0.5,33.3,0.2,12.9,0.2,13.0,0.1,6.3,0.3,4.9,0.6,33.4,0.7,34.2,0.5,20.4,0.5,22.8,0.2,6.3,0.9,20.8,0.8,16.7,0.3,10.5,3.3,52.9,0.1,0.7,0.2,0.8,0.3,3.2,0.4,9.4,0.0,0.0,0.4,6.0,0.4,5.1,0.8,11.3,0.6,3.5
16,bio0_whs0_land2_list500_bld500,False,False,2,500,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,36.2,3.0,0.0,5.0,0.0,0.0,0.3,9.7,3.9,19.5,23.5,16.9,0.0,8.0,0.8,2.6,7.5,0.0,0.0,0.0,3.6,6.8,7.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.6,0.3,1.5,1.8,0.5,9.1,0.2,0.1,0.6,1.4,0.0,1.8,1.5,2.2,1.1,98.8,5.0,26.8,7.3,22.3,8.5,9.0,4.6,7.8,24.1,25.1,21.0,29.6,9.8,52.1,39.2,15.9,146.6,3.0,3.1,9.6,18.5,0.0,19.5,16.2,28.1,13.7,0.9,92.0,0.0,0.5,0.7,28.0,0.1,9.5,0.2,22.6,0.1,9.2,0.2,8.8,0.1,4.5,0.1,1.8,0.3,20.7,0.4,20.9,0.2,10.8,0.2,10.6,0.1,2.7,0.2,5.4,0.2,4.3,0.1,3.3,0.6,15.5,0.0,0.1,0.0,0.1,0.0,0.7,0.1,3.8,0.0,0.0,0.1,1.3,0.1,1.0,0.2,3.0,0.1,0.4
17,bio0_whs0_land2_list500_bld750,False,False,2,500,750,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,36.2,3.0,0.0,5.0,0.0,0.0,0.3,9.7,3.9,19.5,23.5,16.9,0.0,8.0,0.8,2.6,7.5,0.0,0.0,0.0,3.6,6.8,7.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.6,0.3,1.5,1.8,0.5,9.1,0.2,0.1,0.6,1.4,0.0,1.8,1.5,2.2,1.1,138.3,5.4,39.8,11.7,31.6,12.5,13.3,6.4,8.9,34.4,35.3,26.4,36.5,11.5,56.5,42.9,18.5,157.4,3.1,3.2,10.2,20.8,0.0,20.6,17.2,30.9,14.1,0.5,53.0,0.0,0.1,0.4,15.2,0.1,5.2,0.1,13.4,0.1,5.3,0.1,4.6,0.1,2.7,0.0,0.7,0.1,10.7,0.2,10.9,0.1,5.5,0.0,3.8,0.0,1.1,0.0,1.2,0.0,0.8,0.0,0.7,0.1,5.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.5,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.4,0.0,0.0
18,bio0_whs0_land2_list500_bld1000,False,False,2,500,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,36.2,3.0,0.0,5.0,0.0,0.0,0.3,9.7,3.9,19.5,23.5,16.9,0.0,8.0,0.8,2.6,7.5,0.0,0.0,0.0,3.6,6.8,7.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.6,0.3,1.5,1.8,0.5,9.1,0.2,0.1,0.6,1.4,0.0,1.8,1.5,2.2,1.1,157.3,5.5,46.3,13.8,36.4,14.6,15.4,7.5,9.3,38.8,39.5,28.4,38.6,12.1,57.3,43.3,18.9,160.0,3.1,3.2,10.2,21.4,0.0,20.7,17.3,31.1,14.2,0.3,34.3,0.0,0.0,0.2,8.8,0.0,3.0,0.1,8.7,0.0,3.2,0.1,2.6,0.0,1.7,0.0,0.4,0.1,6.3,0.1,6.8,0.0,3.5,0.0,1.7,0.0,0.5,0.0,0.4,0.0,0.3,0.0,0.4,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
19,bio0_whs0_land2_list500_bld1250,False,False,2,500,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,36.2,3.0,0.0,5.0,0.0,0.0,0.3,9.7,3.9,19.5,23.5,16.9,0.0,8.0,0.8,2.6,7.5,0.0,0.0,0.0,3.6,6.8,7.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.6,0.3,1.5,1.8,0.5,9.1,0.2,0.1,0.6,1.4,0.0,1.8,1.5,2.2,1.1,173.6,5.5,51.4,15.7,40.6,16.3,16.9,8.5,9.5,42.2,43.1,30.1,39.8,12.4,57.6,43.6,19.2,161.7,3.1,3.2,10.3,21.9,0.0,20.8,17.3,31.2,14.2,0.1,18.0,0.0,0.0,0.1,3.9,0.0,1.2,0.0,4.5,0.0,1.5,0.0,1.1,0.0,0.7,0.0,0.2,0.0,2.9,0.0,3.3,0.0,1.9,0.0,0.6,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,bio0_whs0_land2_list1000_bld250,False,False,2,1000,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,36.2,3.0,0.0,5.0,0.0,0.0,0.3,9.7,3.9,19.5,23.5,16.9,0.0,8.0,0.8,2.6,7.5,0.0,0.0,0.0,3.6,6.8,7.5,1.6,0.2,0.3,0.1,1.3,0.2,0.1,0.1,1.0,1.6,2.3,2.7,3.3,1.8,9.3,10.4,3.0,50.7,0.8,0.4,2.7,7.8,0.0,8.2,7.2,11.8,4.8,54.9,2.8,14.7,3.4,10.7,4.6,4.8,2.7,4.1,10.6,10.7,9.9,15.4,5.2,30.4,20.3,6.9,75.0,1.8,2.0,5.2,8.2,0.0,9.6,7.6,12.4,7.4,1.6,134.0,0.1,2.4,0.8,39.5,0.2,13.3,0.5,32.8,0.2,12.8,0.2,12.9,0.1,6.2,0.2,4.6,0.6,32.6,0.6,33.2,0.5,19.4,0.4,21.8,0.2,5.8,0.8,18.7,0.7,14.1,0.2,9.6,2.6,43.5,0.1,0.5,0.2,0.8,0.2,2.7,0.3,7.5,0.0,0.0,0.3,4.6,0.3,3.6,0.6,8.7,0.4,2.7
